user-core-screen_name,created_at,full_text,url
KamalaHarris,2024-08-25T19:32:26.000Z,"It is our turn to do what generations before us have done—to fight for this country we love, and the ideals we cherish.

So, let’s get out there and fight for it.

And, together, let us write the next great chapter in the most extraordinary story ever told. https://t.co/48nl2mqS8l",https://x.com/KamalaHarris/status/1827791160955285972
KamalaHarris,2024-08-26T18:30:11.000Z,"From the courthouse to the White House, fighting for the American people has been my life's work. https://t.co/KgjUXNm2Qu",https://x.com/KamalaHarris/status/1828137883984605421
KamalaHarris,2024-08-24T21:34:00.000Z,"Trump hand-picked three members of the Supreme Court because he intended for them to overturn Roe v Wade—as he intended, they did.

If he is re-elected, we know he will sign a national abortion ban.

As President, I will restore reproductive freedom.",https://x.com/KamalaHarris/status/1827459367920185795
KamalaHarris,2024-09-03T17:45:01.000Z,"My entire career, I’ve only had one client: The people.",https://x.com/KamalaHarris/status/1831025622216298499
KamalaHarris,2024-08-20T02:40:21.000Z,"Thank you, @JoeBiden, for your historic leadership and for all you continue to do. 

We are forever grateful. https://t.co/vrQSnBVTWv",https://x.com/KamalaHarris/status/1825724522844062193
KamalaHarris,2024-08-31T14:52:09.000Z,"First, he got Roe overturned.
Then, he got abortion banned in 20 states.
Now he’s voting for an abortion ban in the state where he lives.

If elected, he’ll sign a nationwide abortion ban if it crosses his desk.",https://x.com/KamalaHarris/status/1829894952274231664
KamalaHarris,2024-09-05T18:26:02.000Z,"Our teachers, nurses, and firefighters should not be paying more in taxes than billionaires.

That’s why I support a billionaire minimum tax and will ensure corporations pay their fair share.",https://x.com/KamalaHarris/status/1831760720872058898
KamalaHarris,2024-09-02T13:57:06.000Z,"On Labor Day, we honor workers, unions, and the entire labor movement fighting for fair wages, good benefits, and safer working conditions for all.

As President, I will always stand with workers, because when unions are strong, the middle class is strong. And when the middle class is strong, America is strong.",https://x.com/KamalaHarris/status/1830605875360239720
KamalaHarris,2024-09-02T17:50:06.000Z,"When I am President, we will pass the PRO Act and end union-busting once and for all.",https://x.com/KamalaHarris/status/1830664514356027466
KamalaHarris,2024-09-24T01:06:00.000Z,"Donald Trump’s abortion bans have created a health care crisis. 

I trust women to make decisions about their own bodies.",https://x.com/KamalaHarris/status/1838384355397243107
KamalaHarris,2024-09-22T00:20:00.000Z,"Donald Trump intends to end the Affordable Care Act.

He has no plans to replace it.

Only ""concepts of a plan.""",https://x.com/KamalaHarris/status/1837648003164717387
KamalaHarris,2024-09-08T17:07:21.000Z,"We are all in this together, standing strong. https://t.co/DMzKqI3Pnk",https://x.com/KamalaHarris/status/1832828079267356725
KamalaHarris,2024-09-10T19:35:01.000Z,"We are making it so medical debt will no longer be used against your credit score. 

And as president, I will work to cancel medical debt for millions of Americans.",https://x.com/KamalaHarris/status/1833590016691327154
KamalaHarris,2024-09-08T18:35:01.000Z,"If Donald Trump wants to pick a fight over our most fundamental freedoms, we say: Bring it on. https://t.co/GZ1fiVM5Wv",https://x.com/KamalaHarris/status/1832850144863076666
KamalaHarris,2024-08-13T20:26:00.000Z,"This election is about which direction our country is going to go in. 

Donald Trump’s Project 2025 Agenda will take us backward. 

We will not let him win.",https://x.com/KamalaHarris/status/1823455989934219739
KamalaHarris,2024-09-08T20:47:05.000Z,I look forward to using my new seasonings from Penzeys Spices in Pittsburgh at our next Sunday family dinner. https://t.co/qQibG7kTRR,https://x.com/KamalaHarris/status/1832883379592667595
KamalaHarris,2024-08-14T18:00:11.000Z,"For 89 years, Social Security has made the difference between poverty or peace of mind for millions of seniors, people with disabilities, and other beneficiaries.

Donald Trump is a threat to these bedrock programs. As President, I will protect and expand them.",https://x.com/KamalaHarris/status/1823781681762857388
KamalaHarris,2024-08-23T16:00:52.000Z,"Together, let us write the next great chapter in the most extraordinary story ever told. https://t.co/yQkwUGfgyQ",https://x.com/KamalaHarris/status/1827013143433826634
KamalaHarris,2024-09-01T18:59:00.000Z,"He said we should “punish” women who have an abortion.
He said he is “proud” of his role in ending Roe.
He unleashed extreme abortion bans across the country. 

Donald Trump’s record and position on reproductive freedom are clear.",https://x.com/KamalaHarris/status/1830319463884890498
KamalaHarris,2024-09-11T01:13:35.000Z,Donald Trump has no plan for you.,https://x.com/KamalaHarris/status/1833675221368259013
KamalaHarris,2024-08-15T02:12:41.000Z,"I could not imagine a better partner than @Tim_Walz to lead our campaign.

Watch our full conversation tomorrow: https://t.co/9Q9lF2oR7S https://t.co/gTPZVoPVQ8",https://x.com/KamalaHarris/status/1823905620585480435
KamalaHarris,2024-09-10T22:45:08.000Z,"In this election, Americans have a choice. https://t.co/FWEhTKc2Hv",https://x.com/KamalaHarris/status/1833637861528084828
KamalaHarris,2024-09-09T16:52:21.000Z,"Donald Trump has made his stance on reproductive freedoms clear. 

To put it bluntly: He doesn’t trust women. https://t.co/hQ5AS9eKwi",https://x.com/KamalaHarris/status/1833186695799267719
KamalaHarris,2024-09-14T17:11:21.000Z,"Gen Z is ready to lead, and shape a better tomorrow.

America’s future is bright. https://t.co/tlYOMQh0gL",https://x.com/KamalaHarris/status/1835003414045986937
KamalaHarris,2024-09-05T20:20:00.000Z,"In more than 20 states, there is a Trump Abortion Ban—many with no exceptions, even for rape and incest. 

If Donald Trump were to win, he would sign a national abortion ban.",https://x.com/KamalaHarris/status/1831789400784584857
KamalaHarris,2024-08-27T11:02:24.000Z,"My mother saved for years to buy a home. I was a teenager when that day finally came—I remember how excited she was.

Right now, home ownership is out of reach for too many Americans.

When I am President, we will end the housing shortage by building 3 million homes and rentals. https://t.co/PHVaSt5OCe",https://x.com/KamalaHarris/status/1828387584101237162
KamalaHarris,2024-08-23T20:17:30.000Z,I accept your nomination to be the President of the United States of America. https://t.co/iKklb8tW6C,https://x.com/KamalaHarris/status/1827077726173384855
