title,channel,upload_date,url
"‘We are not breeding stock’: In Post-Roe America, women sue for basic maternal care",MS NOW,2024-09-08T19:35:07Z,https://www.youtube.com/watch?v=5lKL0e3_cy0
Donald Trump chases politics and stabs evangelical supporters in the back,MS NOW,2024-08-31T03:01:12Z,https://www.youtube.com/watch?v=hw55Yyj2IAc
Shook: Trump unmoored as new &#39;purple wave’ rocks campaign amid Harris’ &#39;blue crush’,MS NOW,2024-08-14T00:30:19Z,https://www.youtube.com/watch?v=Dx6m7CKkGpY
Why Sen. Klobuchar is optimistic about Harris’ chances in Florida this election,MS NOW,2024-09-07T17:11:38Z,https://www.youtube.com/watch?v=tefLh42ZWAw
Democrats make a play for Senate in Trump’s home state of Florida,MS NOW,2024-09-19T17:42:06Z,https://www.youtube.com/watch?v=o8I0XMXLvSs
"Tensions erupt at White House press briefing over Springfield, Ohio",MS NOW,2024-09-13T19:41:46Z,https://www.youtube.com/watch?v=ncApLFnEIRU
Trump says he will vote against abortion rights in Florida,MS NOW,2024-08-30T22:56:16Z,https://www.youtube.com/watch?v=U6DsVKe66-k
‘What an embarrassment’: JD Vance describes his mother-in-law as postmenopausal caretaker,MS NOW,2024-08-15T22:15:00Z,https://www.youtube.com/watch?v=V70ymSPxW_8
Poll bombshells: Harris beats Trump on the economy — and could flip Florida?!,MS NOW,2024-09-17T03:46:49Z,https://www.youtube.com/watch?v=WHrK1sDf4pY
Sen. Laphonza Butler: Trump and Vance &#39;cannot be trusted&#39;,MS NOW,2024-08-26T00:32:27Z,https://www.youtube.com/watch?v=pMOkwPeANVg
‘This is really creepy’: Sen. Warren eviscerates Trump’s message to women voters,MS NOW,2024-09-25T01:08:20Z,https://www.youtube.com/watch?v=uWpOxxhfG1Q
Denial of reproductive freedoms is ‘creating chaos’ across the country: Rep. Angie Craig,MS NOW,2024-09-21T21:43:31Z,https://www.youtube.com/watch?v=_SHDlZfF2ew
How lawmakers are ‘turning a blind cold eye’ to horrors women face,MS NOW,2024-09-21T16:52:28Z,https://www.youtube.com/watch?v=R5IU0WZURa8
&#39;Women are dying because of this.&#39; Roe advocate Hadley Duvall joins forces with the Harris campaign,MS NOW,2024-09-19T04:41:09Z,https://www.youtube.com/watch?v=vnasbws_N7k
‘I have to fight back’: AL woman whose IVF procedure was blocked appears in new Harris campaign ad,MS NOW,2024-09-07T22:58:54Z,https://www.youtube.com/watch?v=sxy3SnzWbAo
JD Vance’s policy solution for child care is grandma and grandpa,MS NOW,2024-09-07T01:10:06Z,https://www.youtube.com/watch?v=47qGZiee1GI
&#39;Absolutely desperate&#39;: Joe on Trump &#39;moving all over the place&#39; on the issues,MS NOW,2024-09-03T11:24:43Z,https://www.youtube.com/watch?v=T8Bo-dprsoo
